"","Variable","W","p.value","Significance","LowerCI","UpperCI","MeanDifference","r_Eff.Size"
"W","Experimental - Control",172,0.453820983694573,"NS",-0.0713683586901641,0.0555033931207152,-0.0277530593375655,2.42253521126761
