"","Variable","W","p.value","Significance","LowerCI","UpperCI","MeanDifference","r_Eff.Size"
"W","Experimental - Control",363,1.07645512035166e-05,"***",0.107458289235475,0.222304806613171,0.17140514570912,0.0720095219202539
